Fri Feb 26 2021 21:36:38,36.00℃
Fri Feb 26 2021 21:37:02,35.29℃
Fri Feb 26 2021 21:37:17,33.89℃
Fri Feb 26 2021 21:41:34,30.57℃
Fri Feb 26 2021 21:41:38,28.95℃
